1,1058781783,(주)디노마드,이대우,,,,2018/03/28 09:44:32, ,
2,2118865498,주식회사 유엔씨,양병열,,,,2018/03/27 19:54:05, ,
3,1018627155,(주)메디치미디어,김현종,,,,2018/03/27 10:48:22, ,
,4088213419,조선대학교 산학협력단,김재수,,,,2018/03/27 10:07:01,협상평가부적격자,
,4098211942,전남대학교 산학협력단,송진규,,,,,제안서미제출,
