1,6138127366,일신환경(주),이창근,42,808,700,88.047,13 08,2018/03/27 17:34:41, ,
2,6158183554,세정건업 주식회사,이정재,42,827,000,88.084,01 06,2018/03/28 08:48:47, ,
3,6088118074,수성산업 주식회사,황장양,42,879,000,88.191,11 14,2018/03/26 13:44:51, ,
4,6088164791,(주)청림건업,변봉철,42,955,000,88.348,09 01,2018/03/27 11:44:51, ,
,6138129025,주식회사 아름산업,강태성,42,178,000,86.749,15 13,2018/03/28 09:59:47,낙찰하한선 미달,
,6088183541,대진환경 주식회사,박진영,42,206,000,86.807,11 04,2018/03/28 09:06:47,낙찰하한선 미달,
,6158148504,(주)경부 이엔티,신휘영,42,272,000,86.943,15 03,2018/03/27 08:24:53,낙찰하한선 미달,
,6228102700,한통아스콘 주식회사,김외현,42,283,000,86.965,02 06,2018/03/27 18:32:42,낙찰하한선 미달,
,6228109983,남도산업 주식회사,최대원,42,339,000,87.081,02 06,2018/03/28 08:44:55,낙찰하한선 미달,
,6118110646,(주)한국크락샤,하종탁,42,351,200,87.106,08 03,2018/03/25 13:20:42,낙찰하한선 미달,
,6098124282,현대환경개발 주식회사,김민수,42,378,000,87.161,12 05,2018/03/22 13:57:49,낙찰하한선 미달,
,6138139386,동건환경 주식회사,이정미,42,396,000,87.198,06 15,2018/03/20 12:05:56,낙찰하한선 미달,
,6138133330,삼삼환경 주식회사,박수연,42,421,000,87.249,15 09,2018/03/28 07:40:02,낙찰하한선 미달,
,8688700222,주식회사 탑리사이클링,주성현,42,424,200,87.256,09 11,2018/03/26 09:22:30,낙찰하한선 미달,
,6158136560,주식회사 중앙환경,박용기,42,427,000,87.262,02 08,2018/03/27 09:28:56,낙찰하한선 미달,
,6138174985,주식회사 토지환경,차준호,42,427,560,87.263,03 01,2018/03/28 09:11:25,낙찰하한선 미달,
,6198104304,사천환경 주식회사,김술년,42,443,000,87.294,02 13,2018/03/27 13:11:38,낙찰하한선 미달,
,6088182294,좋은환경주식회사,차정원,42,447,000,87.303,08 07,2018/03/27 14:48:57,낙찰하한선 미달,
,6088135845,주식회사 오곡산업,윤종열,42,462,000,87.334,13 01,2018/03/28 08:07:43,낙찰하한선 미달,
,6138135492,유신환경 유한회사,권오현,42,498,700,87.409,01 07,2018/03/27 10:15:17,낙찰하한선 미달,
,6138127099,주식회사 삼우리콘산업,양진수,42,517,000,87.447,04 06,2018/03/21 20:16:35,낙찰하한선 미달,
,6138133252,자원개발 주식회사,김필수,42,521,000,87.455,02 01,2018/03/26 12:34:39,낙찰하한선 미달,
,4518800147,청호환경산업 주식회사,김현주,42,527,000,87.467,06 09,2018/03/28 09:16:57,낙찰하한선 미달,
,7588100831,주식회사 주원환경,박주원,42,531,700,87.477,12 04,2018/03/27 17:06:49,낙찰하한선 미달,
,6088133342,주식회사 광명환경산업,박영진,42,547,900,87.510,12 05,2018/03/26 09:33:20,낙찰하한선 미달,
,6098167748,주식회사 두남환경,정중석,42,570,000,87.556,15 02,2018/03/28 09:16:51,낙찰하한선 미달,
,6158125476,한맥(주),허만율,42,575,600,87.567,13 05,2018/03/27 21:12:28,낙찰하한선 미달,
,6128105734,주식회사 조양산업,이기욱,42,583,800,87.584,01 14,2018/03/27 14:36:16,낙찰하한선 미달,
,6158117205,주식회사 이엔에프(ENF Co.,Ltd.),우영기,42,608,240,87.634,13 11,2018/03/27 08:43:46,낙찰하한선 미달,
,6118120751,주식회사 승안환경,정문균,42,627,000,87.673,14 03,2018/03/27 23:37:59,낙찰하한선 미달,
,6088119466,대부개발 주식회사,금미자,42,662,800,87.747,13 06,2018/03/28 09:26:44,낙찰하한선 미달,
,6138118080,주식회사 청암산업,조경란,42,664,000,87.749,15 03,2018/03/28 08:23:02,낙찰하한선 미달,
,6158107027,(주)정우개발,조기영,42,665,000,87.751,01 03,2018/03/27 09:44:16,낙찰하한선 미달,
,6118119458,주식회사 초계산업,류삼엽,42,733,850,87.893,01 15,2018/03/28 09:27:30,낙찰하한선 미달,
,5038165613,주식회사 상원엔텍,김정숙,42,750,500,87.927,09 07,2018/03/28 09:15:24,낙찰하한선 미달,
,6138105023,코데코 주식회사,이도숙,42,755,000,87.936,09 13,2018/03/28 08:43:07,낙찰하한선 미달,
,6138133683,주식회사 초원환경,양영아,42,763,000,87.953,08 13,2018/03/28 09:53:25,낙찰하한선 미달,
,6128138064,우리산업주식회사,정우선,42,764,100,87.955,08 05,2018/03/27 13:54:40,낙찰하한선 미달,
