1,3809400206,그린방역,유훈열,176,605,88.011,08 04,2018/03/23 13:53:36, ,
2,4733100459,N.Y클린,강석경,176,640,88.029,08 06,2018/03/26 17:38:16, ,
3,1428135587,(주)그린바이오,이상필,176,665,88.041,10 14,2018/03/25 15:44:09, ,
3,2072561386,세정건축환경,전인섭,176,665,88.041,13 08,2018/03/26 18:34:44, ,
5,1420475462,미주환경,이주미,176,710,88.063,13 11,2018/03/26 21:39:15, ,
6,6612100606,청담클린개발,이재탁,176,718,88.067,15 12,2018/03/26 23:19:02, ,
7,3523200483,아름다운 주택관리,김기국,176,771,88.094,03 14,2018/03/26 22:34:59, ,
8,8182000700,그린환경개발,이혜신,176,823,88.120,13 07,2018/03/27 11:34:08, ,
9,1428154681,하얀세상 주식회사,정진화,176,848,88.132,05 14,2018/03/27 09:19:54, ,
10,1728600615,주식회사 신성종합관리,이원재,176,993,88.204,04 07,2018/03/26 13:26:59, ,
11,1248648250,주식회사 다올관리,심재범,177,623,88.518,06 07,2018/03/25 18:37:37, ,
12,3179800152,지니 앤 클리니,정은숙,177,677,88.545,12 11,2018/03/26 22:56:36, ,
13,4855100197,푸른세상,선정현,177,750,88.582,01 04,2018/03/26 09:16:10, ,
14,1260349024,월드그린,김완수,177,866,88.640,11 06,2018/03/25 20:15:51, ,
15,1420468786,대성환경,박영민,179,400,89.404,15 07,2018/03/26 19:12:08, ,
,1093591396,태우환경,김명호,173,646,86.536,04 07,2018/03/23 19:23:56,낙찰하한선 미달,
,1358166802,한남환경엔지니어링(주),유석희,173,981,86.703,02 14,2018/03/23 10:28:22,낙찰하한선 미달,
,3881800036,선후 E&C,신동수,174,020,86.723,03 14,2018/03/27 08:38:26,낙찰하한선 미달,
,2158773770,주식회사 경수환경개발,박미령,174,123,86.774,09 01,2018/03/26 09:41:33,낙찰하한선 미달,
,1420912287,승진상사,정우석,174,443,86.934,13 04,2018/03/25 20:12:33,낙찰하한선 미달,
,1428112361,주식회사 이푸른,김규린,174,457,86.941,03 12,2018/03/26 18:16:04,낙찰하한선 미달,
,1298660735,주식회사 한솔종합관리,김창구,174,650,87.037,11 01,2018/03/26 15:52:09,낙찰하한선 미달,
,1499500112,비상,김종례,174,710,87.067,04 14,2018/03/26 09:50:44,낙찰하한선 미달,
,4268800613,주식회사 워크코리아,허윤정,174,710,87.067,08 15,2018/03/25 18:43:48,낙찰하한선 미달,
,7408800557,주식회사 토크서비스,오선경,174,957,87.190,09 11,2018/03/25 15:57:20,낙찰하한선 미달,
,1420928120,에이스파트너,전은순,175,034,87.228,06 12,2018/03/26 21:33:25,낙찰하한선 미달,
,7989000113,미르,유선희,175,240,87.331,02 15,2018/03/26 11:56:02,낙찰하한선 미달,
,5468600932,주식회사 푸르지오,최현숙,175,285,87.353,11 14,2018/03/26 17:34:19,낙찰하한선 미달,
,1428120594,주식회사 미래티엠에스,심보현,175,386,87.404,10 01,2018/03/26 10:04:51,낙찰하한선 미달,
,1400130342,복지자원,모명구,175,505,87.463,11 05,2018/03/26 09:30:41,낙찰하한선 미달,
,1428120124,주식회사 디엠테크,채규언,175,540,87.480,10 08,2018/03/23 12:38:20,낙찰하한선 미달,
,6328700958,가평하우징 주식회사,장동혁,175,789,87.604,01 05,2018/03/23 18:06:05,낙찰하한선 미달,
,5344500391,유림종합상사,송미애,175,833,87.626,15 04,2018/03/26 17:07:36,낙찰하한선 미달,
,1428175425,주식회사 위드엠,소정섭,175,908,87.664,11 06,2018/03/26 16:19:32,낙찰하한선 미달,
,1428111057,주식회사삼도,염준호,175,940,87.680,08 04,2018/03/26 16:06:19,낙찰하한선 미달,
,3744000265,HS종합환경,이현수,175,988,87.704,01 12,2018/03/26 07:41:03,낙찰하한선 미달,
,1428146008,(주)진영씨엔씨,김종진,176,111,87.765,01 03,2018/03/27 01:45:11,낙찰하한선 미달,
,7800300048,크렉스,박학순,176,292,87.855,03 07,2018/03/26 10:31:38,낙찰하한선 미달,
,5460400256,백옥환경산업,이봉수,176,363,87.891,15 05,2018/03/26 16:52:36,낙찰하한선 미달,
,3495700194,제때관리,백선녀,176,460,87.939,14 03,2018/03/23 11:50:21,낙찰하한선 미달,
,1420961041,한빛환경,김봉철,176,550,87.984,03 06,2018/03/26 18:44:19,낙찰하한선 미달,
,1420416032,대성 E＆C,박필갑,176,580,87.999,02 13,2018/03/25 21:13:27,낙찰하한선 미달,
