1,2108150687,(주)신잔토환경,박종혁,29,499,400,88.004,02 06,2018/03/28 09:50:09, ,
2,2108175164,주식회사 복흥환경산업,최영식,29,503,000,88.014,04 02,2018/03/28 17:56:30, ,
3,2140928217,명천건기,조철민,29,515,000,88.050,13 02,2018/03/27 11:44:53, ,
4,2158680032,(주)상우이디아이,최영열,29,528,000,88.089,09 14,2018/03/28 18:15:57, ,
5,1198692021,대우산업(주),박덕순,29,533,500,88.105,14 09,2018/03/28 19:15:37, ,
6,1378601983,주식회사 경명이앤씨,홍형우,29,539,000,88.122,05 08,2018/03/28 08:23:42, ,
7,1098601407,(주)하늘환경기업,김종호,29,546,400,88.144,13 04,2018/03/28 15:22:47, ,
8,2178108652,태성용아개발(주),윤영석,29,548,000,88.149,04 10,2018/03/27 11:15:57, ,
9,1293196868,하늘환경,한정애,29,563,000,88.193,02 05,2018/03/27 15:28:38, ,
10,2188115966,(주)도성개발,박진영,29,582,000,88.250,01 11,2018/03/29 09:12:20, ,
11,2048180584,㈜상익공영,노승희,29,585,300,88.260,15 10,2018/03/29 09:18:28, ,
12,2098149803,(주)오성디엔이,이두희,29,586,900,88.265,01 11,2018/03/28 16:50:17, ,
13,5408700265,주식회사 진흥이엔티,김희정,29,588,000,88.268,04 05,2018/03/28 09:13:26, ,
14,2178121465,주식회사 삼보이엔티,한흥순,29,589,700,88.273,12 09,2018/03/29 03:49:21, ,
15,2108121732,(주)건용산업개발,김태영,29,593,800,88.285,09 08,2018/03/28 20:08:34, ,
16,1098153083,(주)에스제이티,강은숙,29,596,800,88.294,07 06,2018/03/28 10:02:05, ,
17,1298607104,다우이엔씨주식회사,김경남,29,608,200,88.328,02 14,2018/03/29 08:12:23, ,
18,1138193691,광일에스앤에스주식회사,정윤석,29,616,600,88.353,09 12,2018/03/29 08:51:13, ,
19,1298671571,성우종합환경(주),김상래,29,650,000,88.453,12 09,2018/03/28 13:52:55, ,
20,6308600386,제일이앤디(주),김대환,29,654,000,88.465,15 02,2018/03/28 08:47:07, ,
21,1418118703,(주)석장골재중기,김옥진,29,659,000,88.480,09 06,2018/03/28 20:33:33, ,
22,2178116604,주식회사 삼보환경,김완기,29,666,500,88.502,02 08,2018/03/28 23:57:05, ,
23,2128170544,주식회사강동환경,고광만,29,678,000,88.536,15 06,2018/03/28 13:05:44, ,
24,1128134194,태성기초산업(주),윤영춘,29,681,000,88.545,01 04,2018/03/27 15:02:28, ,
25,1288131324,(주)대길공영,김구회,29,700,000,88.602,05 15,2018/03/28 10:48:29, ,
26,1098170438,(주)대흥에코,이병호,29,707,260,88.624,08 01,2018/03/29 08:45:51, ,
27,1198175857,주식회사 녹색사람들,채복희,29,771,000,88.814,07 04,2018/03/28 09:26:37, ,
28,1138128851,(주)유진개발,현광복,29,776,000,88.829,14 11,2018/03/27 16:52:29, ,
29,2048624326,(주)대성개발산업,송영헌,29,832,000,88.996,15 05,2018/03/29 08:40:46, ,
30,1098166384,청한산업개발(주),서종근,29,843,000,89.029,10 07,2018/03/29 09:24:29, ,
31,2178136594,(주)창현엘씨엠,김영학,29,846,000,89.038,12 05,2018/03/28 14:21:24, ,
32,2108169304,주식회사 문안이엔티,유종현,29,914,000,89.241,01 05,2018/03/28 17:17:57, ,
,1138694400,주식회사 라임에코,강대영,29,147,900,86.955,05 07,2018/03/27 16:15:36,낙찰하한선 미달,
,1088199543,아이넷환경(주),김정수,29,212,900,87.149,03 04,2018/03/27 16:02:43,낙찰하한선 미달,
,1108194686,예천환경산업주식회사,황옥순,29,213,900,87.152,02 05,2018/03/29 08:34:18,낙찰하한선 미달,
,1388194200,주식회사 터원,김병원,29,218,290,87.165,13 01,2018/03/29 09:25:35,낙찰하한선 미달,
,2048191096,(주)하경엘씨,곽봉기,29,273,000,87.328,13 07,2018/03/29 01:07:53,낙찰하한선 미달,
,2041920013,동광건설기계,김철기,29,306,200,87.427,05 15,2018/03/28 17:07:17,낙찰하한선 미달,
,2188119695,(주)대아이디아이,김상회,29,331,750,87.504,10 09,2018/03/28 16:43:44,낙찰하한선 미달,
,2188112329,주식회사 삼표,남병규,29,334,000,87.510,01 14,2018/03/27 10:02:07,낙찰하한선 미달,
,1178160533,으뜸환경(주),박정수,29,345,000,87.543,07 10,2018/03/27 12:54:02,낙찰하한선 미달,
,2288600276,(주)대양건설환경,임현호,29,347,000,87.549,11 09,2018/03/29 09:10:24,낙찰하한선 미달,
,2041946712,우성개발,윤훈식,29,350,000,87.558,07 12,2018/03/27 11:14:18,낙찰하한선 미달,
,1248637980,(주)삼정이앤티,이수경,29,357,000,87.579,04 08,2018/03/27 11:58:33,낙찰하한선 미달,
,1098195759,주식회사 용진씨에스엔,임석종,29,361,000,87.591,02 12,2018/03/29 09:00:06,낙찰하한선 미달,
,1088164082,목화산업(주),김일수,29,363,000,87.597,07 10,2018/03/29 09:37:01,낙찰하한선 미달,
,2108171872,한울아이엔디 주식회사,임용빈,29,374,000,87.630,11 08,2018/03/27 17:46:56,낙찰하한선 미달,
,1108105034,씨제이대한통운 주식회사,박근태,29,396,000,87.695,05 03,2018/03/29 09:25:18,낙찰하한선 미달,
,1138667688,디더블유기업 주식회사,김성현,29,401,100,87.710,15 11,2018/03/28 18:10:29,낙찰하한선 미달,
,1108173721,(주)삼원티엘에스,홍서연,29,405,000,87.722,09 06,2018/03/29 08:45:36,낙찰하한선 미달,
