1,1078174705,주식회사 신한항업,배상태,2,576,120,000,83.048,02 09,2018/03/29 08:16:21, ,
2,4028162555,주식회사 올포랜드,성동권,2,579,042,900,83.142,04 03,2018/03/28 21:53:01, ,
3,4048118017,주식회사동운,최혁,2,579,072,000,83.143,03 12,2018/03/28 18:03:24, ,
4,3018140355,새한항업(주),김여일,2,579,351,300,83.152,06 03,2018/03/28 19:59:35, ,
5,1098636323,주식회사 지오스토리,위광재,2,580,328,000,83.184,15 09,2018/03/29 08:39:05, ,
6,1288657862,주식회사첨단공간정보,황희령,2,582,410,116,83.251,01 07,2018/03/29 09:40:01, ,
7,1238174857,(주)유성,김유희,2,585,676,000,83.356,01 13,2018/03/28 18:21:58, ,
8,6088119904,주식회사 동광지엔티,한춘득,2,585,770,000,83.359,05 11,2018/03/29 08:47:15, ,
9,1108110726,중앙항업(주),사재광,2,586,161,940,83.372,04 13,2018/03/28 20:58:09, ,
10,1078669793,(주)한국에스지티,이강원,2,590,807,000,83.522,10 09,2018/03/28 20:02:04, ,
11,1208116668,대한항업(주),이천용,2,593,507,000,83.609,09 05,2018/03/28 19:27:05, ,
12,1238195245,주식회사 지오투정보기술,오정환,2,594,996,000,83.657,03 12,2018/03/28 18:39:57, ,
13,1288139817,동아항업주식회사,김형준,2,604,181,000,83.953,05 13,2018/03/28 17:44:23, ,
14,1068186324,대원항업(주),이승우,2,606,120,000,84.015,11 12,2018/03/29 08:45:28, ,
15,2048109150,한국종합설계(주),김충기,2,606,278,400,84.020,13 14,2018/03/28 18:06:31, ,
16,4118153569,뉴비전엔지니어링 주식회사,윤한숙,2,606,399,000,84.024,11 12,2018/03/28 17:46:46, ,
17,2068151523,(주)대지이엔지,태웅성,2,607,368,000,84.056,05 14,2018/03/29 09:33:05, ,
18,1358145433,에스제이공간정보(주),정택민,2,610,658,320,84.162,08 09,2018/03/28 19:04:57, ,
19,5518700080,주식회사 우주공간정보,권순철,2,621,196,000,84.501,08 02,2018/03/28 17:14:42, ,
20,1208101409,삼부기술(주),조성태,2,625,495,400,84.640,09 08,2018/03/28 23:28:37, ,
21,1388172429,아이씨티웨이 주식회사,조유복,2,625,887,500,84.653,09 08,2018/03/28 00:58:57, ,
22,1078601847,주식회사 지아이에스21,김동성,2,639,900,000,85.104,09 06,2018/03/27 11:24:34, ,
23,6058198083,주식회사 국토해양기술,김현준,2,652,760,000,85.519,06 13,2018/03/29 09:07:05, ,
24,1058675135,주식회사 해양정보기술,강용덕,2,673,506,000,86.188,12 09,2018/03/28 10:14:18, ,
,1288678251,천우항측 주식회사,홍종옥,2,551,335,000,82.249,08 07,2018/03/29 09:35:04,낙찰하한선 미달,
,1358127911,주식회사 에스지원정보기술,조해용,2,553,952,000,82.334,09 05,2018/03/28 17:07:19,낙찰하한선 미달,
,1058175066,주식회사 선영종합엔지니어링,이연우,2,554,750,000,82.359,08 09,2018/03/28 22:46:03,낙찰하한선 미달,
,2298118153,공간정보기술 주식회사,박경열,2,556,147,600,82.404,10 06,2018/03/28 20:59:19,낙찰하한선 미달,
,6098156218,주식회사 그린공간정보,장현철,2,556,572,000,82.418,11 04,2018/03/29 08:31:00,낙찰하한선 미달,
,2158169556,네이버시스템 주식회사,임병조,2,558,762,000,82.489,04 13,2018/03/29 09:21:47,낙찰하한선 미달,
,1288125496,명화지리정보주식회사,이명헌,2,561,101,000,82.564,09 06,2018/03/28 19:57:50,낙찰하한선 미달,
,1288122335,삼아항업 주식회사,길영옥,2,562,850,000,82.620,05 14,2018/03/28 16:47:02,낙찰하한선 미달,
,1278608276,(주)미도지리정보,장용호,2,563,266,000,82.634,02 08,2018/03/28 19:29:47,낙찰하한선 미달,
,1058175163,주식회사 아세아항측,임상문,2,564,727,000,82.681,07 10,2018/03/29 07:26:18,낙찰하한선 미달,
,1078784622,서울공간정보 주식회사,조규식,2,568,684,400,82.808,04 09,2018/03/28 20:01:25,낙찰하한선 미달,
,2048140132,(주)미래지중정보,김건,2,568,812,000,82.813,15 04,2018/03/28 21:24:42,낙찰하한선 미달,
,2148101868,(주)범아엔지니어링,안호준,2,569,506,000,82.835,15 10,2018/03/29 09:04:46,낙찰하한선 미달,
,1058624000,(주)원지리정보,우종배,2,570,843,000,82.878,03 04,2018/03/28 20:44:21,낙찰하한선 미달,
,5118116641,서광항업주식회사,정공운,2,573,259,000,82.956,01 12,2018/03/28 21:23:02,낙찰하한선 미달,
,1248110327,(주)한양지에스티,성천경,2,573,825,130,82.974,08 09,2018/03/28 19:03:23,낙찰하한선 미달,
