1,5148130263,해성고속관광주식회사,이명진,6,745,000,92.441,14 11,2018/03/30 09:07:04, ,
,5148107011,삼진관광(주),김재곤,5,842,046,80.066,02 12,2018/03/27 15:40:26,낙찰하한선 미달,
,5028637050,뉴부림고속관광 주식회사,문홍국,6,390,360,87.580,14 09,2018/03/29 14:47:32,낙찰하한선 미달,
,5038604509,(주) 버스톡,강성광,6,402,330,87.744,09 15,2018/03/30 07:28:36,낙찰하한선 미달,
,5048131173,주식회사 경일항공여행사,서종교,6,410,800,87.861,14 11,2018/03/29 20:23:27,낙찰하한선 미달,
,7748600672,주식회사 뉴하나고속관광,김진환,6,416,467,87.938,15 10,2018/03/29 11:51:29,낙찰하한선 미달,
,5048161508,(주)새천년관광,손성자,6,422,660,88.023,07 01,2018/03/30 09:14:46,낙찰하한선 미달,
,5018119127,(주)쌍마관광,하재춘,6,436,400,88.211,13 07,2018/03/29 15:34:40,낙찰하한선 미달,
,5048610343,주식회사 새천년고속관광,이재동,6,439,250,88.250,10 14,2018/03/29 17:56:23,낙찰하한선 미달,
,5148136383,이천이월드고속관광(주),김석동,6,444,000,88.316,13 08,2018/03/29 20:29:12,낙찰하한선 미달,
,5048132828,(주)서라벌관광,이기하,6,455,830,88.478,13 05,2018/03/29 11:53:43,낙찰하한선 미달,
,4948100688,주식회사 드림투어,금창익,6,459,100,88.522,10 08,2018/03/29 19:29:54,낙찰하한선 미달,
,5018124595,무궁화고속관광 (주),장현민,6,459,500,88.528,05 13,2018/03/29 19:35:32,낙찰하한선 미달,
,5038214085,대구전세버스 협동조합,박해일,6,460,290,88.539,05 02,2018/03/29 16:31:19,낙찰하한선 미달,
,5048600656,주식회사 고속관광영남,박문규,6,460,700,88.544,06 09,2018/03/29 15:53:59,낙찰하한선 미달,
,5028153322,부림고속관광(주),신현욱,6,462,200,88.565,14 04,2018/03/29 16:01:15,낙찰하한선 미달,
,5148124005,주식회사 평화고속관광,윤현,6,466,280,88.621,06 01,2018/03/28 19:13:54,낙찰하한선 미달,
,5048132717,(주)세운고속관광,정원식,6,469,500,88.665,10 02,2018/03/29 14:12:21,낙찰하한선 미달,
,6088119656,주식회사 스타대구고속관광,이규석,6,472,000,88.699,06 08,2018/03/30 09:06:47,낙찰하한선 미달,
,5028132759,(주)그랜드관광,구윤회,6,483,950,88.863,14 07,2018/03/29 15:52:01,낙찰하한선 미달,
,5048611610,주식회사 프린스항공투어,심민수,6,500,000,89.083,01 08,2018/03/29 13:29:56,낙찰하한선 미달,
,5028601474,경성관광주식회사,박윤주,6,508,000,89.193,12 10,2018/03/29 09:42:11,낙찰하한선 미달,
,5148131753,비젼투어주식회사(Vision Tour Co. , Ltd.),김동휴,6,510,400,89.226,06 09,2018/03/29 17:54:42,낙찰하한선 미달,
,5048611605,주식회사 신프린스고속관광,이명희,6,510,630,89.229,06 15,2018/03/29 15:03:53,낙찰하한선 미달,
,5048612768,주식회사 대진관광여행사,노경혜,6,511,710,89.243,12 07,2018/03/29 18:43:50,낙찰하한선 미달,
,5148117692,통일관광주식회사,도영구,6,514,240,89.278,15 11,2018/03/23 16:30:49,낙찰하한선 미달,
,5048183730,주식회사 문화고속관광여행사,안성진,6,514,600,89.283,04 10,2018/03/29 17:29:55,낙찰하한선 미달,
,5138132588,주식회사삼성그린투어,이강태,6,529,500,89.487,06 07,2018/03/30 02:46:57,낙찰하한선 미달,
,6088154901,희성고속관광(주),송정애,6,532,260,89.525,12 15,2018/03/23 10:26:13,낙찰하한선 미달,
,5048130344,(주)대진고속관광,전대진,6,536,000,89.576,01 10,2018/03/30 00:52:42,낙찰하한선 미달,
,5148125552,주식회사 일석관광,손제원,6,536,800,89.587,07 05,2018/03/30 09:25:20,낙찰하한선 미달,
,5148136501,경방고속관광 주식회사,안성관,6,537,000,89.590,15 06,2018/03/29 15:38:25,낙찰하한선 미달,
,5018101952,경상관광(주),장재호,6,558,430,89.884,03 12,2018/03/30 08:55:30,낙찰하한선 미달,
,5038134712,동아고속관광주식회사,박경애,6,560,000,89.905,01 13,2018/03/29 17:58:16,낙찰하한선 미달,
,5148136438,주식회사 가야고속관광,서태숙,6,562,000,89.933,09 07,2018/03/30 09:21:02,낙찰하한선 미달,
