* 1,3028105797,(주)대원고속관광,김동현,2,410,000,90.493,05 13,2018/03/28 14:06:37, ,
1,3068102453,수덕관광(주),김홍렬,2,410,000,90.493,09 05,2018/03/26 16:03:59, ,
3,3058611347,주식회사 한라고속관광,송미숙,2,420,000,90.868,04 06,2018/03/30 09:52:11, ,
4,3058102071,(주)동선관광,김성기,2,427,000,91.131,14 07,2018/03/26 18:06:45, ,
5,3068118391,(주)금남관광,허형욱,2,434,500,91.413,13 02,2018/03/28 14:21:25, ,
6,3778100272,금수관광협동조합,박초환,2,450,000,91.995,03 07,2018/03/28 10:10:51, ,
7,3058114785,(주)산수관광,설경환,2,500,000,93.872,04 08,2018/03/28 18:52:52, ,
7,3058107741,(주)코리아나고속관광,류세환,2,500,000,93.872,15 14,2018/03/26 16:01:25, ,
