1,2158108826,(주)휴다임건축사사무소,이종석,1,732,701,000,78.121,01 15,2018/04/02 09:05:54, ,
2,2118160214,(주)토문엔지니어링 건축사사무소,이을재,1,732,953,000,78.132,10 11,2018/04/02 11:08:26, ,
3,1208160368,주식회사 포스코에이앤씨건축사사무소,황상희,1,734,403,000,78.197,13 04,2018/04/02 08:33:46, ,
4,1178108600,주식회사 선진엔지니어링종합건축사사무소,김동수,1,734,474,000,78.201,11 13,2018/04/02 09:45:30, ,
5,3018136564,주식회사 선엔지니어링종합건축사사무소,신동안,1,734,750,000,78.213,04 09,2018/04/02 10:40:54, ,
6,1058132709,주식회사 종합건축사사무소동일건축,윤수현,1,734,900,000,78.220,11 05,2018/04/02 11:01:10, ,
7,2118620779,주식회사 아이티엠코퍼레이션건축사사무소,이길동,1,736,960,000,78.313,09 15,2018/04/02 10:47:08, ,
8,1188112617,주식회사 영화키스톤건축사사무소,김주열,1,737,723,000,78.347,06 09,2018/04/02 09:55:11, ,
9,1328112608,(주)다인그룹엔지니어링건축사사무소,이경희,1,739,500,000,78.427,11 15,2018/03/30 15:36:14, ,
10,2088102969,주식회사 정림건축종합건축사사무소,임진우,1,741,896,000,78.535,04 11,2018/04/02 11:30:19, ,
11,2208701360,(주)무영씨엠건축사사무소,조정만,1,747,532,000,78.789,09 14,2018/04/02 11:40:47, ,
12,2138154324,주식회사 행림종합건축사사무소,이종훈,1,754,800,000,79.117,08 04,2018/04/02 11:31:39, ,
13,4088142391,주식회사 목양종합건축사사무소,김경옥,1,755,000,000,79.126,02 15,2018/04/02 11:29:51, ,
14,2208171530,주식회사 건축사사무소 건원엔지니어링,윤인섭,1,757,376,000,79.233,06 03,2018/04/02 09:25:30, ,
15,1148164961,(주)혜원까치종합건축사사무소,서진철,1,757,909,960,79.257,03 13,2018/04/02 09:09:28, ,
16,4098114831,주식회사 유탑엔지니어링건축사사무소,박재형,1,759,771,700,79.341,01 11,2018/04/02 11:05:10, ,
17,2068148256,(주)엄앤드이종합건축사사무소,이민,1,760,500,000,79.374,15 02,2018/04/02 10:49:59, ,
18,2148115867,주식회사 희림종합건축사사무소,정영균,1,761,781,500,79.432,07 04,2018/04/02 10:45:36, ,
19,2158137132,주식회사 한국건설관리공사,이명훈,1,762,900,000,79.482,09 06,2018/04/02 10:10:10, ,
20,1148119428,(주)한국종합건축사사무소,전상백,1,765,298,000,79.590,08 15,2018/04/02 11:54:16, ,
21,6108119493,(주)한림이앤씨건축사사무소,윤찬중,1,769,174,000,79.765,05 11,2018/04/02 11:23:14, ,
22,3018131079,신성종합건축사사무소(주),권오준,1,770,381,000,79.820,15 12,2018/04/02 10:18:39, ,
23,2118153940,주식회사 종합건축사사무소가람건축,장연철,1,773,470,000,79.959,10 11,2018/04/02 11:03:44, ,
24,5028123570,주식회사 동우이앤씨건축사사무소,홍호용,1,773,500,000,79.960,05 08,2018/04/02 08:50:16, ,
25,3148112554,주식회사 도원엔지니어링건축사사무소,박하전,1,777,000,000,80.118,09 02,2018/04/02 09:27:53, ,
26,1328106125,주식회사 경호엔지니어링종합건축사사무소,조영수,1,780,840,000,80.291,01 10,2018/04/02 09:01:48, ,
27,2158123448,주식회사 신한종합건축사사무소,송주경,1,784,937,000,80.476,15 09,2018/04/02 08:25:32, ,
28,2158173365,주식회사 휴먼텍코리아엔지니어링건축사사무소,이충기,1,788,427,000,80.633,12 03,2018/03/30 15:56:51, ,
29,2138100226,주식회사 유신건축종합건축사사무소,김지덕,1,789,128,000,80.665,03 04,2018/04/02 09:36:50, ,
