1,4038115360,주식회사 길종합건축사사무소이엔지,이길환,1,404,786,850,82.975,14 06,2018/03/29 17:52:05, ,
2,1328112608,(주)다인그룹엔지니어링건축사사무소,이경희,1,404,840,000,82.978,14 09,2018/03/29 17:39:49, ,
3,2058134332,(주)동화종합건축사사무소,이상연,1,404,867,000,82.980,05 03,2018/03/28 14:00:24, ,
4,1398113044,주식회사 단에이앤씨 종합건축사사무소,박규석,1,404,915,000,82.982,06 01,2018/03/29 17:55:01, ,
5,2158125903,(주)삼우씨엠건축사사무소,이호준,1,405,000,000,82.987,04 15,2018/03/30 09:57:16, ,
6,1368121259,주식회사 케이씨엠엔지니어링,장인팔,1,405,334,500,83.007,05 03,2018/03/30 10:00:13, ,
7,2118409125,더블유에스피아시아리미티드 (영업소),강태훈,1,406,167,000,83.056,10 14,2018/03/30 10:35:12, ,
8,5028137278,주식회사 서린디앤씨,서주영,1,406,228,000,83.060,03 04,2018/03/29 17:33:46, ,
9,2118620779,주식회사 아이티엠코퍼레이션건축사사무소,이길동,1,407,238,000,83.120,03 12,2018/03/30 09:24:59, ,
10,2138100226,주식회사 유신건축종합건축사사무소,김지덕,1,407,342,000,83.126,10 01,2018/03/30 08:34:10, ,
11,2158173365,주식회사 휴먼텍코리아엔지니어링건축사사무소,이충기,1,407,691,000,83.146,08 05,2018/03/29 16:46:28, ,
12,2118153940,주식회사 종합건축사사무소가람건축,장연철,1,408,343,000,83.185,10 06,2018/03/29 18:25:24, ,
13,2138618570,(주)경진건축사사무소,조창곤,1,408,855,467,83.215,10 14,2018/03/29 17:33:07, ,
14,1288122276,주식회사 명광엔지니어링건축사사무소,진교삼,1,409,535,000,83.255,01 03,2018/03/30 09:39:08, ,
15,6108120549,(주)대흥종합엔지니어링건축사사무소,정태석,1,409,752,000,83.268,12 05,2018/03/30 09:23:02, ,
16,2068178084,주식회사 해밀씨엠,이상락,1,409,800,000,83.271,13 01,2018/03/29 16:51:40, ,
