1,5148136438,주식회사 가야고속관광,서태숙,35,632,200,88.061,13 08,2018/03/28 17:51:35, ,
2,5018103343,주식회사 경북관광,정은채,35,648,700,88.102,06 11,2018/03/28 17:40:59, ,
3,5308100553,주식회사은성여행사,강경완,35,655,000,88.117,01 09,2018/03/26 16:59:51, ,
4,5038120732,(주) 가야항공여행사,조현석,35,776,700,88.418,02 04,2018/03/26 23:25:24, ,
5,5038604509,(주) 버스톡,강성광,35,812,329,88.506,07 05,2018/03/29 08:48:46, ,
6,5048197710,해도관광(주),사공연,35,832,800,88.557,02 06,2018/03/29 09:18:50, ,
,5028140827,(주)신동아전세관광,전용수,34,031,000,84.104,14 10,2018/03/27 13:05:28,낙찰하한선 미달,
,5048130344,(주)대진고속관광,전대진,34,048,000,84.146,11 07,2018/03/28 22:35:18,낙찰하한선 미달,
,5048611610,주식회사 프린스항공투어,심민수,34,897,610,86.245,12 05,2018/03/28 15:41:56,낙찰하한선 미달,
,5048196123,(주)세명여행사,박경미,34,950,000,86.375,01 10,2018/03/26 16:10:16,낙찰하한선 미달,
,5048148000,(주)대구서라벌여행사,서보익,34,974,200,86.435,07 02,2018/03/23 18:03:18,낙찰하한선 미달,
,5018115946,(주)여행닷컴,박회국,35,016,800,86.540,14 10,2018/03/27 15:47:52,낙찰하한선 미달,
,5038214085,대구전세버스 협동조합,박해일,35,047,460,86.616,04 08,2018/03/28 16:32:32,낙찰하한선 미달,
,5018113481,(주)삼성여행사,김 태 호,35,052,000,86.627,13 06,2018/03/27 11:41:15,낙찰하한선 미달,
,5148136501,경방고속관광 주식회사,안성관,35,072,300,86.677,02 10,2018/03/28 14:09:04,낙찰하한선 미달,
,5148176560,탑클래스투어 주식회사,주석원,35,080,823,86.698,11 09,2018/03/27 18:32:45,낙찰하한선 미달,
,5028153322,부림고속관광(주),신현욱,35,086,900,86.713,13 08,2018/03/27 13:18:29,낙찰하한선 미달,
,5048132809,(주)대구무궁화관광,장규협,35,092,200,86.726,04 12,2018/03/26 09:45:04,낙찰하한선 미달,
