1,2158620276,(주)에스엘아이평생교육원,고귀연,,,,2018/03/27 16:21:48, ,
2,2118850791,주식회사 캐럿글로벌,노상충,,,,2018/03/23 10:52:23, ,
3,2648137717,브랜트옥스폰 주식회사,이세일,,,,2018/03/26 22:50:59, ,
4,5048209585,영진전문대학 산학협력단,도한신,,,,2018/03/27 09:15:00, ,
,6098615094,주식회사 경남영어체험마을,장혜진,,,,2018/03/27 09:29:04,협상평가부적격자,
