1,7800300048,크렉스,박학순,165,480,88.075,14 07,2018/03/26 10:26:11, ,
2,5460400256,백옥환경산업,이봉수,165,547,88.111,11 04,2018/03/26 16:58:11, ,
3,2072561386,세정건축환경,전인섭,165,699,88.192,07 05,2018/03/26 18:28:40, ,
4,4733100459,N.Y클린,강석경,165,810,88.251,09 07,2018/03/26 17:45:00, ,
5,4855100197,푸른세상,선정현,165,835,88.264,11 02,2018/03/26 09:20:34, ,
6,3881800036,선후 E&C,신동수,165,874,88.285,12 09,2018/03/27 08:46:14, ,
7,1728600615,주식회사 신성종합관리,이원재,166,138,88.425,09 08,2018/03/26 13:33:44, ,
8,1358166802,한남환경엔지니어링(주),유석희,166,565,88.653,04 15,2018/03/23 10:34:24, ,
9,1248648250,주식회사 다올관리,심재범,166,759,88.756,15 14,2018/03/25 18:31:39, ,
10,1428135587,(주)그린바이오,이상필,166,850,88.804,03 01,2018/03/25 15:51:22, ,
11,1260349024,월드그린,김완수,166,954,88.860,07 12,2018/03/25 20:23:15, ,
12,1420468786,대성환경,박영민,172,200,91.652,07 13,2018/03/26 19:16:36, ,
,1093591396,태우환경,김명호,162,998,86.754,03 09,2018/03/23 19:14:53,낙찰하한선 미달,
,1420475462,미주환경,이주미,163,260,86.894,10 12,2018/03/26 21:44:35,낙찰하한선 미달,
,3809400206,그린방역,유훈열,163,383,86.959,04 13,2018/03/23 14:03:17,낙찰하한선 미달,
,5468600932,주식회사 푸르지오,최현숙,163,715,87.136,11 15,2018/03/26 17:33:18,낙찰하한선 미달,
,1428112361,주식회사 이푸른,김규린,163,758,87.159,05 04,2018/03/26 18:20:35,낙찰하한선 미달,
,3495700194,제때관리,백선녀,163,760,87.160,10 13,2018/03/23 12:01:32,낙찰하한선 미달,
,3179800152,지니 앤 클리니,정은숙,163,768,87.164,01 08,2018/03/26 23:03:36,낙찰하한선 미달,
,2158773770,주식회사 경수환경개발,박미령,163,822,87.193,12 13,2018/03/26 09:36:31,낙찰하한선 미달,
,4268800613,주식회사 워크코리아,허윤정,163,995,87.285,07 14,2018/03/25 18:38:05,낙찰하한선 미달,
,1420416032,대성 E＆C,박필갑,164,060,87.319,09 12,2018/03/25 21:05:09,낙찰하한선 미달,
,1420912287,승진상사,정우석,164,099,87.340,15 08,2018/03/25 20:00:34,낙찰하한선 미달,
,8182000700,그린환경개발,이혜신,164,132,87.358,07 12,2018/03/27 11:29:00,낙찰하한선 미달,
,1499500112,비상,김종례,164,138,87.361,07 04,2018/03/26 09:58:12,낙찰하한선 미달,
,3523200483,아름다운 주택관리,김기국,164,182,87.384,15 09,2018/03/26 22:41:41,낙찰하한선 미달,
,7408800557,주식회사 토크서비스,오선경,164,228,87.409,09 10,2018/03/25 15:55:09,낙찰하한선 미달,
,6612100606,청담클린개발,이재탁,164,231,87.410,12 09,2018/03/26 23:13:23,낙찰하한선 미달,
,1420928120,에이스파트너,전은순,164,300,87.447,08 02,2018/03/26 21:23:52,낙찰하한선 미달,
,1428111057,주식회사삼도,염준호,164,500,87.554,03 13,2018/03/26 16:13:00,낙찰하한선 미달,
,1428120594,주식회사 미래티엠에스,심보현,164,630,87.623,12 09,2018/03/26 10:00:41,낙찰하한선 미달,
,1400130342,복지자원,모명구,164,725,87.673,13 07,2018/03/26 09:26:00,낙찰하한선 미달,
,1428120124,주식회사 디엠테크,채규언,164,770,87.697,12 09,2018/03/23 12:46:03,낙찰하한선 미달,
,1428154681,하얀세상 주식회사,정진화,164,782,87.704,10 01,2018/03/27 09:27:11,낙찰하한선 미달,
,1420961041,한빛환경,김봉철,164,990,87.814,06 10,2018/03/26 18:52:46,낙찰하한선 미달,
,6328700958,가평하우징 주식회사,장동혁,165,003,87.821,10 04,2018/03/23 18:04:10,낙찰하한선 미달,
,5344500391,유림종합상사,송미애,165,049,87.846,12 13,2018/03/26 17:00:38,낙찰하한선 미달,
,1298660735,주식회사 한솔종합관리,김창구,165,080,87.862,04 01,2018/03/26 15:58:00,낙찰하한선 미달,
,7989000113,미르,유선희,165,150,87.900,13 06,2018/03/26 12:02:28,낙찰하한선 미달,
,3744000265,HS종합환경,이현수,165,196,87.924,03 07,2018/03/26 12:59:22,낙찰하한선 미달,
,1428146008,(주)진영씨엔씨,김종진,165,311,87.985,01 12,2018/03/27 01:43:29,낙찰하한선 미달,
